alpha,arousal1,betha,theta,gamma,valence1,Stimuli(Visual),Response
3.41,0.293,3.28,3.95,2.06,0.0287,Calm,Calm
3.48,0.287,3.36,4.02,2.41,0.0281,Calm,Calm
3.36,0.298,3.44,4.13,2.47,0.0325,Calm,Calm
3.21,0.312,3.51,4.14,2.59,0.028,Calm,Calm
3.17,0.316,3.67,4.03,2.79,0.0199,Calm,Calm
3.17,0.315,3.63,4.12,2.85,0.0211,Calm,Calm
3.08,0.325,3.58,4.43,2.91,0.0318,Calm,Calm
2.9,0.345,3.54,4.55,3.01,0.0417,Calm,Calm
2.78,0.36,3.55,4.53,3.04,0.0313,Calm,Calm
2.79,0.359,3.61,4.57,3.06,0.0114,Calm,Calm
2.69,0.372,3.58,4.64,3.08,0.00134,Calm,Calm
2.44,0.41,3.63,4.67,2.99,-0.00357,Calm,Calm
2.52,0.397,3.66,4.64,3.03,0.0113,Calm,Calm
2.72,0.368,3.61,4.52,2.94,0.0276,Calm,Calm
2.82,0.355,3.75,4.4,2.98,0.0398,Calm,Calm
2.87,0.348,3.78,4.35,2.84,0.0465,Calm,Calm
2.93,0.342,3.82,4.16,2.78,0.0491,Calm,Calm
3.02,0.332,3.84,3.86,2.73,0.0518,Calm,Calm
3.13,0.32,3.9,3.86,2.74,0.0527,Calm,Calm
3.16,0.317,3.99,4.03,2.73,0.0459,Calm,Calm
3.19,0.313,3.96,4.1,2.66,0.0327,Calm,Calm
3.29,0.304,3.91,4.02,2.64,0.0323,Calm,Calm
3.44,0.291,3.89,4.04,2.54,0.0382,Calm,Calm
3.41,0.293,3.78,4.1,2.38,0.0387,Calm,Calm
3.34,0.299,3.73,4.11,2.3,0.0273,Calm,Calm
3.34,0.299,3.52,4.11,2.16,0.00914,Calm,Calm
3.33,0.3,3.34,4.13,2.25,-0.00205,Calm,Calm
3.35,0.299,3.36,4.15,2.22,-0.00934,Calm,Calm
3.37,0.297,3.29,4.14,1.93,-0.00923,Calm,Calm
3.39,0.295,3.17,3.98,1.97,-0.00386,Calm,Calm
3.36,0.298,2.94,3.49,2,0.00978,Calm,Calm
3.38,0.296,2.89,3.13,2.12,0.0151,Calm,Calm
3.22,0.311,3.03,3.11,2.08,0.00418,Calm,Calm
3.04,0.329,3.05,3.04,2.11,-0.0064,Calm,Calm
3.03,0.33,3.11,3.11,2.15,-0.0136,Calm,Calm
2.98,0.336,3.23,3.3,2.17,-0.0133,Calm,Calm
2.95,0.339,3.21,3.55,2.15,0.0107,Calm,Calm
3.06,0.327,3.36,3.56,2.13,0.0426,Calm,Calm
3.14,0.318,3.47,3.54,2.29,0.0329,Calm,Calm
3.35,0.298,3.47,4.15,2.34,0.0105,Calm,Calm
3.52,0.284,3.52,4.53,2.32,0.0124,Calm,Calm
3.54,0.282,3.52,4.6,2.28,0.0224,Calm,Calm
3.5,0.286,3.53,4.6,2.16,0.0241,Calm,Calm
3.49,0.287,3.58,4.6,2.16,0.0195,Calm,Calm
3.51,0.285,3.57,4.58,2.19,0.0153,Calm,Calm
3.5,0.286,3.57,4.55,2.16,0.022,Calm,Calm
3.49,0.286,3.48,4.48,2.16,0.0271,Calm,Calm
3.43,0.292,3.49,4.42,2.13,0.0161,Calm,Calm
3.26,0.307,3.29,4.43,2.11,0.00422,Calm,Calm
3,0.333,3.35,4.27,1.81,0.0154,Calm,Calm
2.58,0.388,3.31,3.65,1.79,0.0114,Calm,Calm
2.76,0.362,3.22,3.03,1.93,-0.0471,Calm,Calm
3.21,0.311,3.23,3.01,1.98,-0.0515,Calm,Calm
3.49,0.286,3.22,3.01,1.99,-0.0391,Calm,Calm
3.58,0.28,3.15,3.15,1.93,-0.0356,Calm,Calm
3.56,0.281,3.07,3.37,1.98,-0.0286,Calm,Calm
3.63,0.276,3.11,3.44,1.89,-0.0107,Calm,Calm
3.7,0.27,3.24,3.51,1.87,0.00309,Calm,Calm
2.76,0.362,3.71,3.63,2.37,-0.0275,Sad,Agressive
2.86,0.35,3.62,3.66,2.44,-0.0142,Sad,Agressive
2.89,0.346,3.62,3.57,2.5,0.000946,Sad,Agressive
2.78,0.359,3.73,3.62,2.48,0.0031,Sad,Agressive
2.76,0.362,3.68,3.81,2.49,-0.00687,Sad,Agressive
2.76,0.362,3.55,3.98,2.44,-0.0107,Sad,Agressive
2.76,0.363,3.64,4.02,2.51,0.00187,Sad,Agressive
2.74,0.366,3.85,3.97,2.47,0.0217,Sad,Agressive
2.78,0.36,3.86,3.97,2.48,0.0155,Sad,Agressive
2.82,0.355,3.76,3.98,2.4,-0.000376,Sad,Agressive
2.83,0.353,3.78,3.97,2.43,-0.00755,Sad,Agressive
2.8,0.357,3.76,3.93,2.41,-0.0157,Sad,Agressive
2.83,0.354,3.74,3.93,2.36,-0.027,Sad,Agressive
2.95,0.339,3.56,3.94,2.26,-0.0244,Sad,Agressive
3.08,0.325,3.59,3.83,2.23,-0.0161,Sad,Agressive
3.17,0.315,3.62,3.59,2.2,-0.017,Sad,Agressive
3.26,0.307,3.57,3.28,2.25,-0.0192,Sad,Agressive
3.22,0.311,3.57,2.87,2.07,-0.0165,Sad,Agressive
3.22,0.31,3.94,2.68,2.19,-0.0185,Sad,Agressive
3.45,0.29,4.04,2.83,2.27,-0.0165,Sad,Agressive
3.71,0.269,4.11,3.01,2.23,-0.0154,Sad,Agressive
3.81,0.263,4.04,2.95,2.08,-0.023,Sad,Agressive
3.81,0.262,4.1,3.04,2.13,-0.0346,Sad,Agressive
3.74,0.267,4.11,3.44,2.1,-0.0436,Sad,Agressive
3.68,0.272,4.11,3.61,2.11,-0.0448,Sad,Agressive
3.66,0.273,4.09,3.67,2.2,-0.0395,Sad,Agressive
3.6,0.278,4.1,3.75,2.17,-0.0328,Sad,Agressive
3.52,0.284,4.07,3.85,2.16,-0.0308,Sad,Agressive
3.51,0.285,3.84,3.9,2.19,-0.0284,Sad,Agressive
3.39,0.295,3.4,3.89,2,-0.0268,Sad,Agressive
2.94,0.34,3.29,3.85,1.92,-0.0262,Sad,Agressive
2.55,0.392,3.27,3.84,1.87,-0.023,Sad,Agressive
2.63,0.381,3.32,3.92,1.86,-0.0183,Sad,Agressive
2.69,0.372,3.3,3.89,1.87,-0.0188,Sad,Agressive
2.7,0.37,3.29,3.72,1.96,-0.0359,Sad,Agressive
2.66,0.375,3.37,3.62,1.95,-0.0587,Sad,Agressive
2.61,0.384,3.38,3.58,1.79,-0.0865,Sad,Agressive
2.63,0.381,3.42,3.6,1.87,-0.0747,Sad,Agressive
2.71,0.368,3.42,3.62,1.93,-0.0513,Sad,Agressive
2.85,0.351,3.52,3.65,1.83,-0.0361,Sad,Agressive
3.18,0.315,3.45,3.67,2.07,-0.0106,Sad,Agressive
3.5,0.285,3.67,4,2.09,-0.00183,Sad,Agressive
3.55,0.282,3.54,4.27,2.11,0.00911,Sad,Agressive
3.48,0.287,3.55,4.27,2.23,0.0375,Sad,Agressive
3.46,0.289,3.55,4.18,2.18,0.0548,Sad,Agressive
3.45,0.29,3.58,4.25,2.11,0.0586,Sad,Agressive
3.43,0.291,3.6,4.41,2.12,0.0509,Sad,Agressive
3.47,0.288,3.57,4.47,2.17,0.0247,Sad,Agressive
3.49,0.286,3.61,4.46,2.1,0.00218,Sad,Agressive
3.45,0.29,3.55,4.45,2.13,-0.00734,Sad,Agressive
3.32,0.301,3.48,4.47,2.12,-0.0158,Sad,Agressive
3.04,0.329,3.39,4.43,1.93,-0.0281,Sad,Agressive
2.66,0.376,3.28,4.18,2.05,-0.0317,Sad,Agressive
2.36,0.423,3.24,3.85,1.95,-0.0436,Sad,Agressive
2.34,0.427,3.28,3.78,1.97,-0.0492,Sad,Agressive
2.41,0.415,3.29,3.77,2.04,-0.0609,Sad,Agressive
2.59,0.386,3.24,3.6,1.95,-0.0723,Sad,Agressive
2.59,0.387,3.18,3.43,1.94,-0.0646,Sad,Agressive
2.72,0.368,3.11,3.43,1.84,-0.0293,Sad,Agressive
2.81,0.355,3.04,3.3,1.81,0.00772,Sad,Agressive
2.92,0.342,3.07,3.27,1.79,0.0221,Sad,Agressive
3.14,0.318,3.17,3.42,1.82,0.0282,Sad,Agressive
3.26,0.307,3.33,3.64,1.88,0.0321,Sad,Agressive
3.26,0.307,3.36,3.82,1.69,0.0235,Sad,Agressive
3.25,0.308,3.33,3.93,1.66,0.0157,Sad,Agressive
3.25,0.308,3.16,3.96,1.55,0.0206,Sad,Agressive
3.17,0.315,3.14,3.93,1.54,0.0372,Sad,Agressive
3.12,0.32,3.16,3.84,1.68,0.047,Sad,Agressive
3.06,0.327,3.3,3.79,1.91,0.0642,Sad,Agressive
2.96,0.338,3.35,3.98,1.91,0.0706,Sad,Agressive
2.9,0.345,3.44,4.12,2.07,0.0566,Sad,Agressive
2.68,0.373,3.46,4.08,2.15,0.0405,Sad,Agressive
2.29,0.437,3.34,3.97,2.06,0.023,Sad,Agressive
2.17,0.462,3.22,3.9,2.07,0.0261,Sad,Agressive
2.28,0.439,3.31,3.79,2.27,0.0188,Sad,Agressive
2.34,0.428,3.45,3.68,2.37,0.00897,Sad,Agressive
2.37,0.421,3.41,3.75,2.36,0.0188,Sad,Agressive
2.59,0.385,3.36,3.98,2.29,0.0377,Sad,Agressive
2.96,0.338,3.34,4.08,2.26,0.0274,Sad,Agressive
3.19,0.313,3.19,3.97,2.17,0.00268,Sad,Agressive
3.19,0.313,3.13,3.67,2.2,-0.0201,Sad,Agressive
3.16,0.316,3.05,3.51,2.1,-0.0278,Sad,Agressive
3.16,0.316,3.09,3.58,2.13,-0.0248,Sad,Agressive
3.18,0.314,3.03,3.54,2.11,-0.03,Sad,Agressive
3.25,0.308,3.1,3.63,1.89,-0.0285,Sad,Agressive
3.43,0.292,3.17,3.84,1.86,-0.0154,Sad,Agressive
3.59,0.278,2.99,3.92,1.75,-0.00903,Sad,Agressive
3.67,0.273,3,3.81,1.92,-0.0149,Sad,Agressive
3.68,0.272,3.05,3.67,1.99,-0.0108,Sad,Agressive
3.55,0.282,3.13,3.65,1.96,0.00294,Sad,Agressive
3.36,0.298,3.3,3.66,1.98,0.0214,Sad,Agressive
3.33,0.3,3.35,3.77,1.91,0.0192,Sad,Agressive
3.48,0.288,3.35,4.23,1.81,0.00206,Sad,Agressive
3.71,0.27,3.31,4.53,1.86,-0.00325,Sad,Agressive
3.8,0.263,3.27,4.58,1.89,0.00566,Sad,Agressive
3.7,0.27,3.57,4.53,2.08,0.0128,Sad,Agressive
3.56,0.281,3.58,4.51,2.02,0.01,Sad,Agressive
3.55,0.282,3.62,4.66,2.01,0.0108,Sad,Agressive
3.64,0.275,3.63,4.84,1.89,0.0197,Sad,Agressive
3.72,0.269,3.55,4.87,1.85,0.026,Sad,Agressive
3.8,0.263,3.62,4.89,1.91,0.0283,Sad,Agressive
3.88,0.257,3.44,4.9,1.86,0.0283,Sad,Agressive
3.92,0.255,3.44,4.84,2.05,0.031,Sad,Agressive
3.83,0.261,3.48,4.62,2,0.0425,Sad,Agressive
3.75,0.267,3.53,4.4,2.02,0.0579,Sad,Agressive
3.8,0.263,3.57,4.35,1.93,0.0624,Sad,Agressive
3.92,0.255,3.14,4.3,1.9,0.0631,Sad,Agressive
3.15,0.317,3.37,4.37,1.71,-0.0132,Sad,Agressive
3.55,0.282,3.33,4.32,1.64,-0.0374,Sad,Sad
3.61,0.277,3.25,4.21,1.74,-0.0401,Sad,Sad
3.62,0.276,3.27,4.14,1.78,-0.0275,Sad,Sad
3.7,0.271,3.31,4.26,1.75,-0.0132,Sad,Sad
3.72,0.269,3.32,4.54,1.69,-0.00151,Sad,Sad
3.7,0.271,3.38,4.79,1.84,0.00364,Sad,Sad
3.67,0.272,3.19,4.94,1.75,0.00209,Sad,Sad
3.67,0.273,3.23,4.95,1.85,-0.0129,Sad,Sad
3.67,0.273,3.26,4.94,1.87,-0.0153,Sad,Sad
3.72,0.269,3.18,4.92,1.94,0.00932,Sad,Sad
3.75,0.266,3.31,4.93,1.93,0.037,Sad,Sad
3.64,0.275,3.39,4.99,1.9,0.0617,Sad,Sad
3.59,0.278,3.44,5.04,1.89,0.0706,Sad,Sad
3.54,0.283,3.47,5.01,1.86,0.0668,Sad,Sad
3.44,0.29,3.48,4.86,2.11,0.0658,Sad,Sad
3.49,0.286,3.62,4.61,2.15,0.0651,Sad,Sad
3.5,0.286,3.8,4.25,2.22,0.064,Sad,Sad
3.55,0.281,3.79,4.15,2.28,0.0641,Sad,Sad
3.72,0.269,3.77,4.25,2.3,0.0787,Sad,Sad
3.87,0.259,4.55,4.37,3.74,0.0667,Sad,Sad
4.18,0.239,5.14,4.92,3.78,0.0253,Sad,Sad
5.03,0.199,5.15,5.78,3.81,-0.00264,Sad,Sad
5.44,0.184,5.15,6.14,3.82,-0.00699,Sad,Sad
5.49,0.182,5.19,6.17,3.84,-0.00801,Sad,Sad
5.51,0.182,5.22,6.19,3.84,-0.00683,Sad,Sad
5.51,0.181,5.22,6.29,3.81,-0.00594,Sad,Sad
5.51,0.182,5.18,6.34,3.8,-0.00601,Sad,Sad
5.51,0.181,5.15,6.35,3.8,-0.00594,Sad,Sad
5.51,0.182,5.18,6.37,3.78,-0.00701,Sad,Sad
5.48,0.183,5.18,6.36,3.76,-0.00818,Sad,Sad
5.44,0.184,4.28,6.34,2.41,-0.00865,Sad,Sad
5.19,0.193,3.95,6.22,2.32,-0.00903,Sad,Sad
4.41,0.227,3.79,5.71,2.33,-0.0141,Sad,Sad
3.5,0.286,3.79,5.17,2.26,-0.024,Sad,Sad
3.3,0.303,3.38,5.11,2.15,-0.0429,Sad,Sad
3.22,0.311,3.29,5.01,2.15,-0.0925,Sad,Sad
3.21,0.312,3.25,4.64,2.16,-0.149,Sad,Sad
3.26,0.307,3.34,4.28,2.17,-0.147,Sad,Sad
3.19,0.314,3.23,3.85,2.15,-0.17,Sad,Sad
3.05,0.328,3.14,3.39,2.12,-0.173,Sad,Sad
3.18,0.314,3.07,3.35,2.06,-0.0728,Sad,Sad
3.41,0.293,3,3.52,1.92,-0.0315,Sad,Sad
3.61,0.277,2.93,3.47,1.96,-0.0185,Sad,Sad
3.69,0.271,3.09,3.42,1.88,-0.00893,Sad,Sad
3.7,0.27,3.17,3.38,1.89,0.000034,Sad,Sad
3.68,0.272,3.2,3.3,1.95,0.00722,Sad,Sad
3.67,0.273,3.18,3.25,1.93,0.0103,Sad,Sad
3.63,0.276,3.09,3.25,1.75,0.00984,Sad,Sad
3.62,0.276,3.12,3.25,1.64,0.0118,Sad,Sad
3.65,0.274,3.17,3.24,1.56,0.00488,Sad,Sad
3.63,0.276,3.17,3.27,1.62,-0.0104,Sad,Sad
3.48,0.287,3.11,3,1.66,-0.041,Sad,Sad
3.25,0.307,3.14,2.76,1.7,-0.0928,Sad,Sad
3.2,0.313,3.04,2.74,1.59,-0.115,Sad,Sad
3.21,0.311,3.07,3.03,1.69,-0.113,Sad,Sad
3.11,0.322,3.13,3.27,1.86,-0.129,Sad,Sad
3.08,0.325,3.22,3.29,1.81,-0.13,Sad,Sad
3.22,0.311,3.22,3.29,1.78,-0.124,Sad,Sad
3.31,0.302,3.22,3.28,1.79,-0.131,Sad,Sad
3.3,0.303,3.18,3.3,1.91,-0.14,Sad,Sad
3.25,0.307,3.17,3.32,1.9,-0.138,Sad,Sad
3.2,0.313,3.24,3.33,1.86,-0.127,Sad,Sad
3.14,0.318,3.46,3.32,1.88,-0.108,Sad,Sad
3.08,0.325,3.39,3.47,1.84,-0.109,Sad,Sad
3,0.334,3.43,3.53,1.83,-0.129,Sad,Sad
3.06,0.327,3.36,3.33,1.65,-0.11,Sad,Sad
3.27,0.306,3.44,3.14,1.58,-0.0781,Sad,Sad
3.38,0.296,3.39,3.09,1.54,-0.0551,Sad,Sad
3.39,0.295,3.51,3.19,1.73,-0.0609,Sad,Sad
3.47,0.288,3.56,3.2,1.75,-0.0715,Sad,Sad
3.54,0.282,3.49,3.14,1.77,-0.071,Sad,Sad
3.56,0.281,3.46,3.13,1.8,-0.0608,Sad,Sad
3.58,0.28,3.34,3.17,1.81,-0.0462,Sad,Sad
3.59,0.279,3.23,3.29,1.81,-0.0282,Sad,Sad
3.5,0.286,3.54,3.39,2.04,-0.00964,Sad,Sad
3.55,0.281,3.71,3.27,2.06,-0.000654,Sad,Sad
3.58,0.279,3.7,3.24,2.08,0.0109,Sad,Sad
3.44,0.291,3.57,3.27,2.12,0.0119,Sad,Sad
3.42,0.292,3.68,3.31,2.22,0.0134,Sad,Sad
3.48,0.287,3.71,3.31,2.29,0.0265,Sad,Sad
3.43,0.292,3.94,3.31,2.28,0.0491,Sad,Sad
3.45,0.29,4.06,3.36,2.28,0.0624,Sad,Sad
3.56,0.281,4.07,3.46,2.32,0.0696,Sad,Sad
3.65,0.274,4.07,3.48,2.3,0.0682,Sad,Sad
3.76,0.266,4.06,3.5,2.35,0.0607,Sad,Sad
3.87,0.258,3.81,3.44,2.25,0.0592,Sad,Sad
3.93,0.254,3.77,3.42,2.25,0.0531,Sad,Sad
4.01,0.249,4,3.37,2.22,0.0518,Sad,Sad
4.04,0.247,4.1,3.53,2.17,0.0512,Sad,Sad
4.08,0.245,4.03,3.79,1.97,0.0401,Sad,Sad
4.12,0.243,3.96,3.98,1.82,0.0225,Sad,Sad
4.12,0.243,3.63,4.01,1.81,0.0169,Sad,Sad
4.07,0.246,3.63,4.03,1.67,0.0145,Sad,Sad
3.99,0.25,3.64,4.18,1.62,0.0112,Sad,Sad
3.95,0.253,3.61,4.18,1.73,0.0113,Sad,Sad
